run_name,env_id,seed,device,total_env_steps,replay_ratio,resets_enabled,reset_interval_updates,final_eval_return,best_eval_return,final_eval_std,video_return,num_resets,run_dir,video_path,curve_path,checkpoint_path
smoke_test,Pendulum-v1,7,cpu,1200,2,True,2000,-1251.0633544921875,-1251.0633544921875,121.06999206542969,-1672.8272705078125,1,/home/tem_shett/porn/hsehw/RL/paper_nina_arina/runs/smoke_test_seed7,/home/tem_shett/porn/hsehw/RL/paper_nina_arina/runs/smoke_test_seed7/final_episode.mp4,/home/tem_shett/porn/hsehw/RL/paper_nina_arina/runs/smoke_test_seed7/learning_curve.png,/home/tem_shett/porn/hsehw/RL/paper_nina_arina/runs/smoke_test_seed7/checkpoint.pt
